Solver Configuration,LTL,Instance,Result Code,Wall Time
MapleCOMSPS,recurrence,dpd75_persistence_0.smv_k200.dimacs,SAT,4377.11
BSaLTic-DHf,recurrence,dpd75_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,dpd75_persistence_0.smv_k400.dimacs,SAT,3448.66
Kissat,recurrence,dpd75_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,dpd75_persistence_0.smv_k400.dimacs,SAT,2407.11
BSaLTic-DHf,recurrence,dpd75_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,dpd75_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,dpd75_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,dpd75_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,dpd75_reactivity_0.smv_k40.dimacs,SAT,19.38
BSaLTic-EHf,reactivity,dpd75_reactivity_0.smv_k40.dimacs,SAT,16.5
Kissat,reactivity,dpd75_reactivity_0.smv_k40.dimacs,SAT,32.8243
MapleCOMSPS,reactivity,dpd75_reactivity_0.smv_k40.dimacs,SAT,7.72
BSaLTic-DHf,reactivity,dpd75_reactivity_0.smv_k80.dimacs,SAT,143.56
BSaLTic-EHf,reactivity,dpd75_reactivity_0.smv_k80.dimacs,SAT,54.16
Kissat,reactivity,dpd75_reactivity_0.smv_k80.dimacs,SAT,216.233
MapleCOMSPS,reactivity,dpd75_reactivity_0.smv_k80.dimacs,SAT,69.75
BSaLTic-DHf,persistence,dpd75_recurrence_0.smv_k100.dimacs,SAT,66.93
BSaLTic-EHf,persistence,dpd75_recurrence_0.smv_k100.dimacs,SAT,35.53
Kissat,persistence,dpd75_recurrence_0.smv_k100.dimacs,SAT,496.898
MapleCOMSPS,persistence,dpd75_recurrence_0.smv_k100.dimacs,SAT,113.96
BSaLTic-DHf,persistence,dpd75_recurrence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,dpd75_recurrence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,dpd75_recurrence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,persistence,dpd75_recurrence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,persistence,dpd75_recurrence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,dpd75_recurrence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,dpd75_recurrence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,persistence,dpd75_recurrence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,persistence,dpd75_recurrence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,dpd75_recurrence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,dpd75_recurrence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,persistence,dpd75_recurrence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,guarantee,dpd75_safety_0.smv_k200.dimacs,SAT,229.11
BSaLTic-DHf,guarantee,dpd75_safety_0.smv_k200.dimacs,SAT,95.21
Kissat,guarantee,dpd75_safety_0.smv_k200.dimacs,SAT,6144.82
MapleCOMSPS,guarantee,dpd75_safety_0.smv_k200.dimacs,SAT,224.17
BSaLTic-DHf,recurrence,dph35_persistence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,dph35_persistence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,dph35_persistence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,dph35_persistence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,dph35_persistence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,dph35_persistence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,dph35_persistence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,dph35_persistence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,dph35_persistence_0.smv_k2000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,dph35_persistence_0.smv_k2000.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,dph35_persistence_0.smv_k2000.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,dph35_persistence_0.smv_k2000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,dph35_persistence_0.smv_k40.dimacs,SAT,51.92
BSaLTic-EHf,recurrence,dph35_persistence_0.smv_k40.dimacs,SAT,793.47
Kissat,recurrence,dph35_persistence_0.smv_k40.dimacs,SAT,443.043
MapleCOMSPS,recurrence,dph35_persistence_0.smv_k40.dimacs,SAT,184.2
BSaLTic-DHf,recurrence,dph35_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,dph35_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,dph35_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,dph35_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,dph35_persistence_0.smv_k80.dimacs,SAT,3719.66
BSaLTic-EHf,recurrence,dph35_persistence_0.smv_k80.dimacs,SAT,351.82
Kissat,recurrence,dph35_persistence_0.smv_k80.dimacs,SAT,1937.99
MapleCOMSPS,recurrence,dph35_persistence_0.smv_k80.dimacs,SAT,983.38
BSaLTic-DHf,recurrence,dph35_persistence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,dph35_persistence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,dph35_persistence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,dph35_persistence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,dph35_reactivity_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,reactivity,dph35_reactivity_0.smv_k100.dimacs,SAT,855.04
Kissat,reactivity,dph35_reactivity_0.smv_k100.dimacs,SAT,4265.32
MapleCOMSPS,reactivity,dph35_reactivity_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,dph35_reactivity_0.smv_k40.dimacs,SAT,64.12
BSaLTic-EHf,reactivity,dph35_reactivity_0.smv_k40.dimacs,SAT,18.82
Kissat,reactivity,dph35_reactivity_0.smv_k40.dimacs,SAT,215.464
MapleCOMSPS,reactivity,dph35_reactivity_0.smv_k40.dimacs,SAT,61.84
BSaLTic-DHf,recurrence,elevator_planning.1_persistence_0.smv_k1000.dimacs,SAT,1451.46
BSaLTic-EHf,recurrence,elevator_planning.1_persistence_0.smv_k1000.dimacs,SAT,2436.23
Kissat,recurrence,elevator_planning.1_persistence_0.smv_k1000.dimacs,SAT,2226.83
MapleCOMSPS,recurrence,elevator_planning.1_persistence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,elevator_planning.1_persistence_0.smv_k400.dimacs,SAT,66.68
BSaLTic-EHf,recurrence,elevator_planning.1_persistence_0.smv_k400.dimacs,SAT,75.06
Kissat,recurrence,elevator_planning.1_persistence_0.smv_k400.dimacs,SAT,525.903
MapleCOMSPS,recurrence,elevator_planning.1_persistence_0.smv_k400.dimacs,SAT,106.72
BSaLTic-EHf,guarantee,elevator_planning.1_safety_0.smv_k600.dimacs,SAT,131.26
BSaLTic-DHf,guarantee,elevator_planning.1_safety_0.smv_k600.dimacs,SAT,109.28
Kissat,guarantee,elevator_planning.1_safety_0.smv_k600.dimacs,SAT,19.7687
MapleCOMSPS,guarantee,elevator_planning.1_safety_0.smv_k600.dimacs,SAT,139.53
BSaLTic-EHf,guarantee,elevator_planning.1_safety_0.smv_k800.dimacs,SAT,72.05
BSaLTic-DHf,guarantee,elevator_planning.1_safety_0.smv_k800.dimacs,SAT,68.36
Kissat,guarantee,elevator_planning.1_safety_0.smv_k800.dimacs,SAT,94.4729
MapleCOMSPS,guarantee,elevator_planning.1_safety_0.smv_k800.dimacs,SAT,102.97
BSaLTic-DHf,recurrence,elevator_planning.2_persistence_0.smv_k1000.dimacs,SAT,1080.63
BSaLTic-EHf,recurrence,elevator_planning.2_persistence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,elevator_planning.2_persistence_0.smv_k1000.dimacs,SAT,300.993
MapleCOMSPS,recurrence,elevator_planning.2_persistence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,elevator_planning.2_persistence_0.smv_k400.dimacs,SAT,94.47
BSaLTic-EHf,recurrence,elevator_planning.2_persistence_0.smv_k400.dimacs,SAT,143.78
Kissat,recurrence,elevator_planning.2_persistence_0.smv_k400.dimacs,SAT,7.37017
MapleCOMSPS,recurrence,elevator_planning.2_persistence_0.smv_k400.dimacs,SAT,165.94
BSaLTic-DHf,recurrence,elevator_planning.2_persistence_0.smv_k600.dimacs,SAT,472.61
BSaLTic-EHf,recurrence,elevator_planning.2_persistence_0.smv_k600.dimacs,SAT,198.21
Kissat,recurrence,elevator_planning.2_persistence_0.smv_k600.dimacs,SAT,1222.18
MapleCOMSPS,recurrence,elevator_planning.2_persistence_0.smv_k600.dimacs,SAT,640.97
BSaLTic-DHf,recurrence,elevator_planning.2_persistence_0.smv_k800.dimacs,SAT,734.85
BSaLTic-EHf,recurrence,elevator_planning.2_persistence_0.smv_k800.dimacs,SAT,509.18
Kissat,recurrence,elevator_planning.2_persistence_0.smv_k800.dimacs,SAT,14.9486
MapleCOMSPS,recurrence,elevator_planning.2_persistence_0.smv_k800.dimacs,SAT,2424.81
BSaLTic-DHf,obligation,example_obligation_0.smv_k2000.dimacs,SAT,0.22
BSaLTic-EHf,obligation,example_obligation_0.smv_k2000.dimacs,SAT,0.22
Kissat,obligation,example_obligation_0.smv_k2000.dimacs,SAT,0.024311
MapleCOMSPS,obligation,example_obligation_0.smv_k2000.dimacs,SAT,0.22
BSaLTic-DHf,obligation,example_obligation_0.smv_k4000.dimacs,SAT,0.54
BSaLTic-EHf,obligation,example_obligation_0.smv_k4000.dimacs,SAT,0.78
Kissat,obligation,example_obligation_0.smv_k4000.dimacs,SAT,0.039917
MapleCOMSPS,obligation,example_obligation_0.smv_k4000.dimacs,SAT,0.79
BSaLTic-DHf,obligation,example_obligation_0.smv_k6000.dimacs,SAT,2.23
BSaLTic-EHf,obligation,example_obligation_0.smv_k6000.dimacs,SAT,2.12
Kissat,obligation,example_obligation_0.smv_k6000.dimacs,SAT,0.054885
MapleCOMSPS,obligation,example_obligation_0.smv_k6000.dimacs,SAT,2.2
BSaLTic-DHf,recurrence,example_persistence_0.smv_k200.dimacs,SAT,39.47
BSaLTic-EHf,recurrence,example_persistence_0.smv_k200.dimacs,SAT,39.65
Kissat,recurrence,example_persistence_0.smv_k200.dimacs,SAT,16.3714
MapleCOMSPS,recurrence,example_persistence_0.smv_k200.dimacs,SAT,64.36
BSaLTic-DHf,persistence,furnace17_recurrence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,furnace17_recurrence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,furnace17_recurrence_0.smv_k600.dimacs,SAT,7.13224
MapleCOMSPS,persistence,furnace17_recurrence_0.smv_k600.dimacs,SAT,947.38
BSaLTic-DHf,persistence,furnace17_recurrence_0.smv_k800.dimacs,SAT,2150.93
BSaLTic-EHf,persistence,furnace17_recurrence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,furnace17_recurrence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,persistence,furnace17_recurrence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,obligation,gas-nq7_obligation_0.smv_k100.dimacs,UNSAT,7.33
BSaLTic-EHf,obligation,gas-nq7_obligation_0.smv_k100.dimacs,UNSAT,4.94
Kissat,obligation,gas-nq7_obligation_0.smv_k100.dimacs,UNSAT,1.07532
MapleCOMSPS,obligation,gas-nq7_obligation_0.smv_k100.dimacs,UNSAT,7.28
BSaLTic-DHf,obligation,gas-nq7_obligation_0.smv_k1000.dimacs,UNSAT,106.83
BSaLTic-EHf,obligation,gas-nq7_obligation_0.smv_k1000.dimacs,UNSAT,67.03
Kissat,obligation,gas-nq7_obligation_0.smv_k1000.dimacs,UNSAT,59.7148
MapleCOMSPS,obligation,gas-nq7_obligation_0.smv_k1000.dimacs,UNSAT,107.46
BSaLTic-DHf,obligation,gas-nq7_obligation_0.smv_k200.dimacs,UNSAT,21.46
BSaLTic-EHf,obligation,gas-nq7_obligation_0.smv_k200.dimacs,UNSAT,34.75
Kissat,obligation,gas-nq7_obligation_0.smv_k200.dimacs,UNSAT,14.2959
MapleCOMSPS,obligation,gas-nq7_obligation_0.smv_k200.dimacs,UNSAT,34.62
BSaLTic-DHf,obligation,gas-nq7_obligation_0.smv_k40.dimacs,UNSAT,3.01
BSaLTic-EHf,obligation,gas-nq7_obligation_0.smv_k40.dimacs,UNSAT,3.04
Kissat,obligation,gas-nq7_obligation_0.smv_k40.dimacs,UNSAT,0.45029
MapleCOMSPS,obligation,gas-nq7_obligation_0.smv_k40.dimacs,UNSAT,4.63
BSaLTic-DHf,obligation,gas-nq7_obligation_0.smv_k80.dimacs,UNSAT,5.88
BSaLTic-EHf,obligation,gas-nq7_obligation_0.smv_k80.dimacs,UNSAT,5.93
Kissat,obligation,gas-nq7_obligation_0.smv_k80.dimacs,UNSAT,0.904253
MapleCOMSPS,obligation,gas-nq7_obligation_0.smv_k80.dimacs,UNSAT,6.02
BSaLTic-DHf,obligation,gas-nq7_obligation_0.smv_k800.dimacs,UNSAT,47.61
BSaLTic-EHf,obligation,gas-nq7_obligation_0.smv_k800.dimacs,UNSAT,72.74
Kissat,obligation,gas-nq7_obligation_0.smv_k800.dimacs,UNSAT,18.5876
MapleCOMSPS,obligation,gas-nq7_obligation_0.smv_k800.dimacs,UNSAT,70.58
BSaLTic-DHf,recurrence,gas-nq7_persistence_0.smv_k100.dimacs,SAT,582.04
BSaLTic-EHf,recurrence,gas-nq7_persistence_0.smv_k100.dimacs,SAT,500.62
Kissat,recurrence,gas-nq7_persistence_0.smv_k100.dimacs,SAT,1866.72
MapleCOMSPS,recurrence,gas-nq7_persistence_0.smv_k100.dimacs,SAT,1563.86
BSaLTic-DHf,recurrence,gas-nq7_persistence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,gas-nq7_persistence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,gas-nq7_persistence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,gas-nq7_persistence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,gas-nq7_persistence_0.smv_k200.dimacs,SAT,1315.65
BSaLTic-EHf,recurrence,gas-nq7_persistence_0.smv_k200.dimacs,SAT,771.5
Kissat,recurrence,gas-nq7_persistence_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,gas-nq7_persistence_0.smv_k200.dimacs,SAT,7020.22
BSaLTic-DHf,recurrence,gas-nq7_persistence_0.smv_k2000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,gas-nq7_persistence_0.smv_k2000.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,gas-nq7_persistence_0.smv_k2000.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,gas-nq7_persistence_0.smv_k2000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,gas-nq7_persistence_0.smv_k40.dimacs,SAT,57.13
BSaLTic-EHf,recurrence,gas-nq7_persistence_0.smv_k40.dimacs,SAT,115.67
Kissat,recurrence,gas-nq7_persistence_0.smv_k40.dimacs,SAT,516.304
MapleCOMSPS,recurrence,gas-nq7_persistence_0.smv_k40.dimacs,SAT,181.68
BSaLTic-DHf,recurrence,gas-nq7_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,gas-nq7_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,gas-nq7_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,gas-nq7_persistence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,gas-nq7_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,gas-nq7_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,gas-nq7_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,gas-nq7_persistence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,gas-nq7_reactivity_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,reactivity,gas-nq7_reactivity_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
Kissat,reactivity,gas-nq7_reactivity_0.smv_k1000.dimacs,wall clock limit exceeded,7200.03
MapleCOMSPS,reactivity,gas-nq7_reactivity_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,gas-nq7_reactivity_0.smv_k200.dimacs,SAT,2207.87
BSaLTic-EHf,reactivity,gas-nq7_reactivity_0.smv_k200.dimacs,SAT,3319.61
Kissat,reactivity,gas-nq7_reactivity_0.smv_k200.dimacs,wall clock limit exceeded,7200.01
MapleCOMSPS,reactivity,gas-nq7_reactivity_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,gas-nq7_reactivity_0.smv_k40.dimacs,SAT,87.44
BSaLTic-EHf,reactivity,gas-nq7_reactivity_0.smv_k40.dimacs,SAT,22.69
Kissat,reactivity,gas-nq7_reactivity_0.smv_k40.dimacs,SAT,88.9808
MapleCOMSPS,reactivity,gas-nq7_reactivity_0.smv_k40.dimacs,SAT,10.49
BSaLTic-DHf,reactivity,gas-nq7_reactivity_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,reactivity,gas-nq7_reactivity_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
Kissat,reactivity,gas-nq7_reactivity_0.smv_k400.dimacs,wall clock limit exceeded,7200.03
MapleCOMSPS,reactivity,gas-nq7_reactivity_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,gas-nq7_reactivity_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,reactivity,gas-nq7_reactivity_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
Kissat,reactivity,gas-nq7_reactivity_0.smv_k600.dimacs,wall clock limit exceeded,7200.03
MapleCOMSPS,reactivity,gas-nq7_reactivity_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,gas-nq7_reactivity_0.smv_k80.dimacs,SAT,629.32
BSaLTic-EHf,reactivity,gas-nq7_reactivity_0.smv_k80.dimacs,SAT,162.05
Kissat,reactivity,gas-nq7_reactivity_0.smv_k80.dimacs,SAT,4527.25
MapleCOMSPS,reactivity,gas-nq7_reactivity_0.smv_k80.dimacs,SAT,404.26
BSaLTic-DHf,persistence,gas-nq7_recurrence_0.smv_k100.dimacs,SAT,521.92
BSaLTic-EHf,persistence,gas-nq7_recurrence_0.smv_k100.dimacs,SAT,6519.52
Kissat,persistence,gas-nq7_recurrence_0.smv_k100.dimacs,SAT,2546.1
MapleCOMSPS,persistence,gas-nq7_recurrence_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,persistence,gas-nq7_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,gas-nq7_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,gas-nq7_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,persistence,gas-nq7_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,persistence,gas-nq7_recurrence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,gas-nq7_recurrence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,gas-nq7_recurrence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,persistence,gas-nq7_recurrence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,guarantee,gas-nq7_safety_0.smv_k1000.dimacs,SAT,39.17
BSaLTic-DHf,guarantee,gas-nq7_safety_0.smv_k1000.dimacs,SAT,39.07
Kissat,guarantee,gas-nq7_safety_0.smv_k1000.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,guarantee,gas-nq7_safety_0.smv_k1000.dimacs,SAT,39.09
BSaLTic-EHf,guarantee,gigamax_k1000.dimacs,UNSAT,56.14
BSaLTic-DHf,guarantee,gigamax_k1000.dimacs,UNSAT,44.56
Kissat,guarantee,gigamax_k1000.dimacs,UNSAT,37.6374
MapleCOMSPS,guarantee,gigamax_k1000.dimacs,UNSAT,40.46
BSaLTic-EHf,guarantee,gigamax_k600.dimacs,UNSAT,18.96
BSaLTic-DHf,guarantee,gigamax_k600.dimacs,UNSAT,18.53
Kissat,guarantee,gigamax_k600.dimacs,UNSAT,29.1882
MapleCOMSPS,guarantee,gigamax_k600.dimacs,UNSAT,18.65
BSaLTic-EHf,guarantee,gigamax_k6000.dimacs,UNSAT,1092.42
BSaLTic-DHf,guarantee,gigamax_k6000.dimacs,UNSAT,1141.06
Kissat,guarantee,gigamax_k6000.dimacs,UNSAT,1536.39
MapleCOMSPS,guarantee,gigamax_k6000.dimacs,UNSAT,1150.55
BSaLTic-DHf,obligation,gigamax_obligation_0.smv_k40.dimacs,SAT,0.11
BSaLTic-EHf,obligation,gigamax_obligation_0.smv_k40.dimacs,SAT,0.14
Kissat,obligation,gigamax_obligation_0.smv_k40.dimacs,SAT,0.094056
MapleCOMSPS,obligation,gigamax_obligation_0.smv_k40.dimacs,SAT,0.14
BSaLTic-DHf,obligation,gigamax_obligation_0.smv_k400.dimacs,SAT,2043.49
BSaLTic-EHf,obligation,gigamax_obligation_0.smv_k400.dimacs,SAT,2042.38
Kissat,obligation,gigamax_obligation_0.smv_k400.dimacs,SAT,5.04165
MapleCOMSPS,obligation,gigamax_obligation_0.smv_k400.dimacs,SAT,3496.46
BSaLTic-DHf,obligation,gigamax_obligation_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,obligation,gigamax_obligation_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
Kissat,obligation,gigamax_obligation_0.smv_k600.dimacs,SAT,956.327
MapleCOMSPS,obligation,gigamax_obligation_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,obligation,gigamax_obligation_0.smv_k80.dimacs,SAT,1.36
BSaLTic-EHf,obligation,gigamax_obligation_0.smv_k80.dimacs,SAT,1.34
Kissat,obligation,gigamax_obligation_0.smv_k80.dimacs,SAT,0.149438
MapleCOMSPS,obligation,gigamax_obligation_0.smv_k80.dimacs,SAT,1.73
BSaLTic-DHf,recurrence,gigamax_persistence_0.smv_k100.dimacs,SAT,44.7
BSaLTic-EHf,recurrence,gigamax_persistence_0.smv_k100.dimacs,SAT,69.11
Kissat,recurrence,gigamax_persistence_0.smv_k100.dimacs,SAT,12.5415
MapleCOMSPS,recurrence,gigamax_persistence_0.smv_k100.dimacs,SAT,69.31
BSaLTic-DHf,reactivity,gigamax_reactivity_0.smv_k40.dimacs,SAT,0.89
BSaLTic-EHf,reactivity,gigamax_reactivity_0.smv_k40.dimacs,SAT,0.82
Kissat,reactivity,gigamax_reactivity_0.smv_k40.dimacs,SAT,0.272244
MapleCOMSPS,reactivity,gigamax_reactivity_0.smv_k40.dimacs,SAT,0.87
BSaLTic-DHf,reactivity,gigamax_reactivity_0.smv_k80.dimacs,SAT,98.54
BSaLTic-EHf,reactivity,gigamax_reactivity_0.smv_k80.dimacs,SAT,71.27
Kissat,reactivity,gigamax_reactivity_0.smv_k80.dimacs,SAT,2.25015
MapleCOMSPS,reactivity,gigamax_reactivity_0.smv_k80.dimacs,SAT,112.55
BSaLTic-EHf,guarantee,gigamax_safety_0.smv_k1000.dimacs,SAT,18.89
BSaLTic-DHf,guarantee,gigamax_safety_0.smv_k1000.dimacs,SAT,25.94
Kissat,guarantee,gigamax_safety_0.smv_k1000.dimacs,SAT,4.11062
MapleCOMSPS,guarantee,gigamax_safety_0.smv_k1000.dimacs,SAT,27.45
BSaLTic-DHf,persistence,guidance_k1000.dimacs,UNSAT,1354.67
BSaLTic-EHf,persistence,guidance_k1000.dimacs,UNSAT,1001.48
Kissat,persistence,guidance_k1000.dimacs,UNSAT,2018.46
MapleCOMSPS,persistence,guidance_k1000.dimacs,UNSAT,1356.33
BSaLTic-DHf,persistence,guidance_k200.dimacs,UNSAT,57.27
BSaLTic-EHf,persistence,guidance_k200.dimacs,UNSAT,36.11
Kissat,persistence,guidance_k200.dimacs,UNSAT,66.8309
MapleCOMSPS,persistence,guidance_k200.dimacs,UNSAT,36.08
BSaLTic-DHf,persistence,guidance_k400.dimacs,UNSAT,135.51
BSaLTic-EHf,persistence,guidance_k400.dimacs,UNSAT,129.4
Kissat,persistence,guidance_k400.dimacs,UNSAT,282.059
MapleCOMSPS,persistence,guidance_k400.dimacs,UNSAT,150.08
BSaLTic-DHf,persistence,guidance_k60.dimacs,UNSAT,3.17
BSaLTic-EHf,persistence,guidance_k60.dimacs,UNSAT,3.83
Kissat,persistence,guidance_k60.dimacs,UNSAT,6.03108
MapleCOMSPS,persistence,guidance_k60.dimacs,UNSAT,3.31
BSaLTic-DHf,recurrence,guidance_neg.smv_k100.dimacs,SAT,1.22
BSaLTic-EHf,recurrence,guidance_neg.smv_k100.dimacs,SAT,1.62
Kissat,recurrence,guidance_neg.smv_k100.dimacs,SAT,0.803185
MapleCOMSPS,recurrence,guidance_neg.smv_k100.dimacs,SAT,1.59
BSaLTic-DHf,recurrence,guidance_neg.smv_k1000.dimacs,SAT,271.07
BSaLTic-EHf,recurrence,guidance_neg.smv_k1000.dimacs,SAT,441.64
Kissat,recurrence,guidance_neg.smv_k1000.dimacs,SAT,110.075
MapleCOMSPS,recurrence,guidance_neg.smv_k1000.dimacs,SAT,332.96
BSaLTic-DHf,recurrence,guidance_neg.smv_k800.dimacs,SAT,139.38
BSaLTic-EHf,recurrence,guidance_neg.smv_k800.dimacs,SAT,228.19
Kissat,recurrence,guidance_neg.smv_k800.dimacs,SAT,87.4436
MapleCOMSPS,recurrence,guidance_neg.smv_k800.dimacs,SAT,200.8
BSaLTic-DHf,persistence,idle_k1200.dimacs,UNSAT,47.51
BSaLTic-EHf,persistence,idle_k1200.dimacs,UNSAT,62.0
Kissat,persistence,idle_k1200.dimacs,UNSAT,71.2856
MapleCOMSPS,persistence,idle_k1200.dimacs,UNSAT,56.96
