Solver Configuration,LTL,Instance,Result Code,Wall Time
BSaLTic-EHf,guarantee,Problem3_2_k600.dimacs,SAT,90.04
BSaLTic-DHf,guarantee,Problem3_2_k600.dimacs,SAT,121.06
Kissat,guarantee,Problem3_2_k600.dimacs,SAT,39.6244
MapleCOMSPS,guarantee,Problem3_2_k600.dimacs,SAT,90.87
BSaLTic-EHf,guarantee,Problem3_2_k6000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,guarantee,Problem3_2_k6000.dimacs,wall clock limit exceeded,7200.0
Kissat,guarantee,Problem3_2_k6000.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,guarantee,Problem3_2_k6000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,Problem3_39_k100.dimacs,SAT,32.98
BSaLTic-EHf,recurrence,Problem3_39_k100.dimacs,SAT,31.0
Kissat,recurrence,Problem3_39_k100.dimacs,SAT,3.77898
MapleCOMSPS,recurrence,Problem3_39_k100.dimacs,SAT,48.58
BSaLTic-DHf,recurrence,Problem3_39_k20.dimacs,SAT,1.0
BSaLTic-EHf,recurrence,Problem3_39_k20.dimacs,SAT,1.12
Kissat,recurrence,Problem3_39_k20.dimacs,SAT,0.244517
MapleCOMSPS,recurrence,Problem3_39_k20.dimacs,SAT,1.25
BSaLTic-DHf,recurrence,Problem3_39_k40.dimacs,SAT,2.1
BSaLTic-EHf,recurrence,Problem3_39_k40.dimacs,SAT,2.19
Kissat,recurrence,Problem3_39_k40.dimacs,SAT,1.18247
MapleCOMSPS,recurrence,Problem3_39_k40.dimacs,SAT,2.82
BSaLTic-DHf,recurrence,Problem3_39_k60.dimacs,SAT,11.83
BSaLTic-EHf,recurrence,Problem3_39_k60.dimacs,SAT,7.82
Kissat,recurrence,Problem3_39_k60.dimacs,SAT,5.39171
MapleCOMSPS,recurrence,Problem3_39_k60.dimacs,SAT,12.2
BSaLTic-DHf,persistence,Problem3_6_k100.dimacs,SAT,16.01
BSaLTic-EHf,persistence,Problem3_6_k100.dimacs,SAT,7.75
Kissat,persistence,Problem3_6_k100.dimacs,SAT,3.47305
MapleCOMSPS,persistence,Problem3_6_k100.dimacs,SAT,14.13
BSaLTic-DHf,persistence,Problem3_6_k200.dimacs,SAT,60.41
BSaLTic-EHf,persistence,Problem3_6_k200.dimacs,SAT,85.74
Kissat,persistence,Problem3_6_k200.dimacs,SAT,9.53319
MapleCOMSPS,persistence,Problem3_6_k200.dimacs,SAT,90.62
BSaLTic-EHf,guarantee,Problem3_62_k600.dimacs,UNSAT,88.9
BSaLTic-DHf,guarantee,Problem3_62_k600.dimacs,UNSAT,75.97
Kissat,guarantee,Problem3_62_k600.dimacs,UNSAT,83.9864
MapleCOMSPS,guarantee,Problem3_62_k600.dimacs,UNSAT,86.69
BSaLTic-EHf,guarantee,Problem3_70_k100.dimacs,UNSAT,49.21
BSaLTic-DHf,guarantee,Problem3_70_k100.dimacs,UNSAT,49.96
Kissat,guarantee,Problem3_70_k100.dimacs,UNSAT,25.4706
MapleCOMSPS,guarantee,Problem3_70_k100.dimacs,UNSAT,74.58
BSaLTic-EHf,guarantee,Problem3_70_k200.dimacs,UNSAT,1902.42
BSaLTic-DHf,guarantee,Problem3_70_k200.dimacs,UNSAT,1969.16
Kissat,guarantee,Problem3_70_k200.dimacs,UNSAT,465.511
MapleCOMSPS,guarantee,Problem3_70_k200.dimacs,UNSAT,2691.92
BSaLTic-EHf,guarantee,Problem3_80_k60.dimacs,UNSAT,12.53
BSaLTic-DHf,guarantee,Problem3_80_k60.dimacs,UNSAT,12.85
Kissat,guarantee,Problem3_80_k60.dimacs,UNSAT,3.36957
MapleCOMSPS,guarantee,Problem3_80_k60.dimacs,UNSAT,13.03
BSaLTic-EHf,guarantee,Problem3_90_k100.dimacs,UNSAT,2600.2
BSaLTic-DHf,guarantee,Problem3_90_k100.dimacs,UNSAT,2590.13
Kissat,guarantee,Problem3_90_k100.dimacs,UNSAT,31.2491
MapleCOMSPS,guarantee,Problem3_90_k100.dimacs,UNSAT,2602.97
BSaLTic-DHf,reactivity,Problem3-Full_reactivity_0.smv_k200.dimacs,UNSAT,72.97
BSaLTic-EHf,reactivity,Problem3-Full_reactivity_0.smv_k200.dimacs,UNSAT,72.8
Kissat,reactivity,Problem3-Full_reactivity_0.smv_k200.dimacs,UNSAT,29.8702
MapleCOMSPS,reactivity,Problem3-Full_reactivity_0.smv_k200.dimacs,UNSAT,73.01
BSaLTic-DHf,reactivity,Problem3-Full_reactivity_0.smv_k80.dimacs,UNSAT,3.06
BSaLTic-EHf,reactivity,Problem3-Full_reactivity_0.smv_k80.dimacs,UNSAT,3.2
Kissat,reactivity,Problem3-Full_reactivity_0.smv_k80.dimacs,UNSAT,1.89156
MapleCOMSPS,reactivity,Problem3-Full_reactivity_0.smv_k80.dimacs,UNSAT,3.23
BSaLTic-DHf,obligation,Problem3-Full-1_obligation_0.smv_k100.dimacs,SAT,11.94
BSaLTic-EHf,obligation,Problem3-Full-1_obligation_0.smv_k100.dimacs,SAT,11.94
Kissat,obligation,Problem3-Full-1_obligation_0.smv_k100.dimacs,SAT,1.48848
MapleCOMSPS,obligation,Problem3-Full-1_obligation_0.smv_k100.dimacs,SAT,19.31
BSaLTic-DHf,obligation,Problem3-Full-1_obligation_0.smv_k200.dimacs,SAT,411.76
BSaLTic-EHf,obligation,Problem3-Full-1_obligation_0.smv_k200.dimacs,SAT,251.19
Kissat,obligation,Problem3-Full-1_obligation_0.smv_k200.dimacs,SAT,22.0965
MapleCOMSPS,obligation,Problem3-Full-1_obligation_0.smv_k200.dimacs,SAT,410.62
BSaLTic-DHf,obligation,Problem3-Full-1_obligation_0.smv_k40.dimacs,SAT,1.49
BSaLTic-EHf,obligation,Problem3-Full-1_obligation_0.smv_k40.dimacs,SAT,1.54
Kissat,obligation,Problem3-Full-1_obligation_0.smv_k40.dimacs,SAT,1.12047
MapleCOMSPS,obligation,Problem3-Full-1_obligation_0.smv_k40.dimacs,SAT,1.94
BSaLTic-DHf,obligation,Problem3-Full-1_obligation_0.smv_k400.dimacs,SAT,7037.6
BSaLTic-EHf,obligation,Problem3-Full-1_obligation_0.smv_k400.dimacs,SAT,7018.38
Kissat,obligation,Problem3-Full-1_obligation_0.smv_k400.dimacs,SAT,125.406
MapleCOMSPS,obligation,Problem3-Full-1_obligation_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,obligation,Problem3-Full-1_obligation_0.smv_k80.dimacs,SAT,4.9
BSaLTic-EHf,obligation,Problem3-Full-1_obligation_0.smv_k80.dimacs,SAT,5.04
Kissat,obligation,Problem3-Full-1_obligation_0.smv_k80.dimacs,SAT,1.73371
MapleCOMSPS,obligation,Problem3-Full-1_obligation_0.smv_k80.dimacs,SAT,7.61
BSaLTic-DHf,recurrence,Problem3-Full-1_persistence_0.smv_k400.dimacs,SAT,67.15
BSaLTic-EHf,recurrence,Problem3-Full-1_persistence_0.smv_k400.dimacs,SAT,67.3
Kissat,recurrence,Problem3-Full-1_persistence_0.smv_k400.dimacs,SAT,21.3396
MapleCOMSPS,recurrence,Problem3-Full-1_persistence_0.smv_k400.dimacs,SAT,122.18
BSaLTic-DHf,reactivity,Problem4-Full_reactivity_0.smv_k40.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,reactivity,Problem4-Full_reactivity_0.smv_k40.dimacs,wall clock limit exceeded,7200.0
Kissat,reactivity,Problem4-Full_reactivity_0.smv_k40.dimacs,SAT,83.7414
MapleCOMSPS,reactivity,Problem4-Full_reactivity_0.smv_k40.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,Problem4-Full-1_guarantee_0.smv_k40.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,Problem4-Full-1_guarantee_0.smv_k40.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,Problem4-Full-1_guarantee_0.smv_k40.dimacs,SAT,31.7818
MapleCOMSPS,safety,Problem4-Full-1_guarantee_0.smv_k40.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,obligation,Problem4-Full-1_obligation_0.smv_k40.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,obligation,Problem4-Full-1_obligation_0.smv_k40.dimacs,wall clock limit exceeded,7200.0
Kissat,obligation,Problem4-Full-1_obligation_0.smv_k40.dimacs,SAT,8.55263
MapleCOMSPS,obligation,Problem4-Full-1_obligation_0.smv_k40.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,obligation,Problem4-Full-1_obligation_0.smv_k80.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,obligation,Problem4-Full-1_obligation_0.smv_k80.dimacs,wall clock limit exceeded,7200.0
Kissat,obligation,Problem4-Full-1_obligation_0.smv_k80.dimacs,SAT,43.829
MapleCOMSPS,obligation,Problem4-Full-1_obligation_0.smv_k80.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,prod-cons_neg.smv_k1000.dimacs,SAT,99.55
BSaLTic-EHf,recurrence,prod-cons_neg.smv_k1000.dimacs,SAT,74.32
Kissat,recurrence,prod-cons_neg.smv_k1000.dimacs,SAT,83.3217
MapleCOMSPS,recurrence,prod-cons_neg.smv_k1000.dimacs,SAT,111.87
BSaLTic-DHf,recurrence,prod-cons_neg.smv_k1200.dimacs,SAT,95.27
BSaLTic-EHf,recurrence,prod-cons_neg.smv_k1200.dimacs,SAT,152.62
Kissat,recurrence,prod-cons_neg.smv_k1200.dimacs,SAT,90.33
MapleCOMSPS,recurrence,prod-cons_neg.smv_k1200.dimacs,SAT,215.44
BSaLTic-DHf,recurrence,prod-cons_neg.smv_k600.dimacs,SAT,22.1
BSaLTic-EHf,recurrence,prod-cons_neg.smv_k600.dimacs,SAT,21.8
Kissat,recurrence,prod-cons_neg.smv_k600.dimacs,SAT,14.4293
MapleCOMSPS,recurrence,prod-cons_neg.smv_k600.dimacs,SAT,25.23
BSaLTic-DHf,recurrence,prod-cons_neg.smv_k800.dimacs,SAT,39.25
BSaLTic-EHf,recurrence,prod-cons_neg.smv_k800.dimacs,SAT,43.24
Kissat,recurrence,prod-cons_neg.smv_k800.dimacs,SAT,28.9176
MapleCOMSPS,recurrence,prod-cons_neg.smv_k800.dimacs,SAT,84.22
BSaLTic-EHf,guarantee,production-cell_safety_0.smv_k6000.dimacs,SAT,5.68
BSaLTic-DHf,guarantee,production-cell_safety_0.smv_k6000.dimacs,SAT,5.95
Kissat,guarantee,production-cell_safety_0.smv_k6000.dimacs,SAT,3.10378
MapleCOMSPS,guarantee,production-cell_safety_0.smv_k6000.dimacs,SAT,5.66
BSaLTic-EHf,guarantee,queue_k100.dimacs,UNSAT,1447.02
BSaLTic-DHf,guarantee,queue_k100.dimacs,UNSAT,1943.97
Kissat,guarantee,queue_k100.dimacs,UNSAT,378.609
MapleCOMSPS,guarantee,queue_k100.dimacs,UNSAT,2045.73
BSaLTic-EHf,guarantee,queue_k200.dimacs,UNSAT,5625.97
BSaLTic-DHf,guarantee,queue_k200.dimacs,UNSAT,5558.57
Kissat,guarantee,queue_k200.dimacs,UNSAT,589.202
MapleCOMSPS,guarantee,queue_k200.dimacs,UNSAT,5102.6
BSaLTic-EHf,guarantee,queue_k60.dimacs,UNSAT,745.27
BSaLTic-DHf,guarantee,queue_k60.dimacs,UNSAT,656.05
Kissat,guarantee,queue_k60.dimacs,UNSAT,169.935
MapleCOMSPS,guarantee,queue_k60.dimacs,UNSAT,713.86
BSaLTic-DHf,safety,queue_neg.smv_k1600.dimacs,SAT,6365.94
BSaLTic-EHf,safety,queue_neg.smv_k1600.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,queue_neg.smv_k1600.dimacs,SAT,4529.77
MapleCOMSPS,safety,queue_neg.smv_k1600.dimacs,SAT,4461.69
BSaLTic-DHf,safety,queue_neg.smv_k4000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,queue_neg.smv_k4000.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,queue_neg.smv_k4000.dimacs,SAT,6096.08
MapleCOMSPS,safety,queue_neg.smv_k4000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,obligation,queue_obligation_0.smv_k40.dimacs,SAT,0.26
BSaLTic-EHf,obligation,queue_obligation_0.smv_k40.dimacs,SAT,0.23
Kissat,obligation,queue_obligation_0.smv_k40.dimacs,SAT,0.08502
MapleCOMSPS,obligation,queue_obligation_0.smv_k40.dimacs,SAT,0.27
BSaLTic-DHf,obligation,queue_obligation_0.smv_k400.dimacs,SAT,74.96
BSaLTic-EHf,obligation,queue_obligation_0.smv_k400.dimacs,SAT,109.05
Kissat,obligation,queue_obligation_0.smv_k400.dimacs,SAT,3.52812
MapleCOMSPS,obligation,queue_obligation_0.smv_k400.dimacs,SAT,34.41
BSaLTic-DHf,obligation,queue_obligation_0.smv_k80.dimacs,SAT,1.69
BSaLTic-EHf,obligation,queue_obligation_0.smv_k80.dimacs,SAT,2.16
Kissat,obligation,queue_obligation_0.smv_k80.dimacs,SAT,0.291282
MapleCOMSPS,obligation,queue_obligation_0.smv_k80.dimacs,SAT,2.25
BSaLTic-DHf,recurrence,queue_persistence_0.smv_k1000.dimacs,SAT,1352.66
BSaLTic-EHf,recurrence,queue_persistence_0.smv_k1000.dimacs,SAT,1486.52
Kissat,recurrence,queue_persistence_0.smv_k1000.dimacs,SAT,1255.97
MapleCOMSPS,recurrence,queue_persistence_0.smv_k1000.dimacs,SAT,1817.79
BSaLTic-DHf,recurrence,queue_persistence_0.smv_k2000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,queue_persistence_0.smv_k2000.dimacs,wall clock limit exceeded,7200.0
Kissat,recurrence,queue_persistence_0.smv_k2000.dimacs,SAT,2881.45
MapleCOMSPS,recurrence,queue_persistence_0.smv_k2000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,recurrence,queue_persistence_0.smv_k600.dimacs,SAT,434.51
BSaLTic-EHf,recurrence,queue_persistence_0.smv_k600.dimacs,SAT,257.92
Kissat,recurrence,queue_persistence_0.smv_k600.dimacs,SAT,10.7821
MapleCOMSPS,recurrence,queue_persistence_0.smv_k600.dimacs,SAT,58.09
BSaLTic-DHf,reactivity,queue_reactivity_0.smv_k100.dimacs,SAT,4.93
BSaLTic-EHf,reactivity,queue_reactivity_0.smv_k100.dimacs,SAT,3.18
Kissat,reactivity,queue_reactivity_0.smv_k100.dimacs,SAT,0.558277
MapleCOMSPS,reactivity,queue_reactivity_0.smv_k100.dimacs,SAT,3.32
BSaLTic-DHf,reactivity,queue_reactivity_0.smv_k200.dimacs,SAT,32.69
BSaLTic-EHf,reactivity,queue_reactivity_0.smv_k200.dimacs,SAT,33.12
Kissat,reactivity,queue_reactivity_0.smv_k200.dimacs,SAT,5.35449
MapleCOMSPS,reactivity,queue_reactivity_0.smv_k200.dimacs,SAT,33.52
BSaLTic-EHf,guarantee,queue_safety_0.smv_k1000.dimacs,SAT,1416.5
BSaLTic-DHf,guarantee,queue_safety_0.smv_k1000.dimacs,SAT,425.3
Kissat,guarantee,queue_safety_0.smv_k1000.dimacs,SAT,624.608
MapleCOMSPS,guarantee,queue_safety_0.smv_k1000.dimacs,SAT,1308.6
BSaLTic-EHf,guarantee,queue_safety_0.smv_k2000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,guarantee,queue_safety_0.smv_k2000.dimacs,wall clock limit exceeded,7200.0
Kissat,guarantee,queue_safety_0.smv_k2000.dimacs,SAT,461.484
MapleCOMSPS,guarantee,queue_safety_0.smv_k2000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,guarantee,queue_safety_0.smv_k600.dimacs,SAT,192.59
BSaLTic-DHf,guarantee,queue_safety_0.smv_k600.dimacs,SAT,186.47
Kissat,guarantee,queue_safety_0.smv_k600.dimacs,SAT,15.1452
MapleCOMSPS,guarantee,queue_safety_0.smv_k600.dimacs,SAT,184.3
BSaLTic-DHf,persistence,ring_neg.smv_k1200.dimacs,UNSAT,132.19
BSaLTic-EHf,persistence,ring_neg.smv_k1200.dimacs,UNSAT,74.85
Kissat,persistence,ring_neg.smv_k1200.dimacs,UNSAT,80.8478
MapleCOMSPS,persistence,ring_neg.smv_k1200.dimacs,UNSAT,105.42
BSaLTic-DHf,persistence,ring_neg.smv_k60.dimacs,UNSAT,0.19
BSaLTic-EHf,persistence,ring_neg.smv_k60.dimacs,UNSAT,0.19
Kissat,persistence,ring_neg.smv_k60.dimacs,UNSAT,0.078799
MapleCOMSPS,persistence,ring_neg.smv_k60.dimacs,UNSAT,0.19
BSaLTic-DHf,obligation,robot_obligation_0.smv_k100.dimacs,UNSAT,0.22
BSaLTic-EHf,obligation,robot_obligation_0.smv_k100.dimacs,UNSAT,0.2
Kissat,obligation,robot_obligation_0.smv_k100.dimacs,UNSAT,0.105323
MapleCOMSPS,obligation,robot_obligation_0.smv_k100.dimacs,UNSAT,0.22
BSaLTic-DHf,obligation,robot_obligation_0.smv_k1000.dimacs,UNSAT,1.68
BSaLTic-EHf,obligation,robot_obligation_0.smv_k1000.dimacs,UNSAT,2.07
Kissat,obligation,robot_obligation_0.smv_k1000.dimacs,UNSAT,0.897552
MapleCOMSPS,obligation,robot_obligation_0.smv_k1000.dimacs,UNSAT,2.25
BSaLTic-DHf,obligation,robot_obligation_0.smv_k200.dimacs,UNSAT,0.4
BSaLTic-EHf,obligation,robot_obligation_0.smv_k200.dimacs,UNSAT,0.4
Kissat,obligation,robot_obligation_0.smv_k200.dimacs,UNSAT,0.188787
MapleCOMSPS,obligation,robot_obligation_0.smv_k200.dimacs,UNSAT,0.44
BSaLTic-DHf,obligation,robot_obligation_0.smv_k40.dimacs,UNSAT,0.09
BSaLTic-EHf,obligation,robot_obligation_0.smv_k40.dimacs,UNSAT,0.06
Kissat,obligation,robot_obligation_0.smv_k40.dimacs,UNSAT,0.04074
MapleCOMSPS,obligation,robot_obligation_0.smv_k40.dimacs,UNSAT,0.08
BSaLTic-DHf,obligation,robot_obligation_0.smv_k800.dimacs,UNSAT,1.39
BSaLTic-EHf,obligation,robot_obligation_0.smv_k800.dimacs,UNSAT,1.62
Kissat,obligation,robot_obligation_0.smv_k800.dimacs,UNSAT,0.784173
MapleCOMSPS,obligation,robot_obligation_0.smv_k800.dimacs,UNSAT,1.83
BSaLTic-DHf,reactivity,robot_reactivity_0.smv_k400.dimacs,UNSAT,1.06
BSaLTic-EHf,reactivity,robot_reactivity_0.smv_k400.dimacs,UNSAT,0.22
Kissat,reactivity,robot_reactivity_0.smv_k400.dimacs,UNSAT,0.185447
MapleCOMSPS,reactivity,robot_reactivity_0.smv_k400.dimacs,UNSAT,1.12
BSaLTic-EHf,guarantee,schedule_world.1_neg.smv_k1000.dimacs,SAT,2135.66
BSaLTic-DHf,guarantee,schedule_world.1_neg.smv_k1000.dimacs,SAT,2478.96
Kissat,guarantee,schedule_world.1_neg.smv_k1000.dimacs,SAT,3608.28
MapleCOMSPS,guarantee,schedule_world.1_neg.smv_k1000.dimacs,SAT,2894.12
BSaLTic-EHf,guarantee,schedule_world.1_neg.smv_k1600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,guarantee,schedule_world.1_neg.smv_k1600.dimacs,SAT,6329.07
Kissat,guarantee,schedule_world.1_neg.smv_k1600.dimacs,SAT,6407.74
MapleCOMSPS,guarantee,schedule_world.1_neg.smv_k1600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,guarantee,schedule_world.1_neg.smv_k200.dimacs,SAT,70.04
BSaLTic-DHf,guarantee,schedule_world.1_neg.smv_k200.dimacs,SAT,168.02
Kissat,guarantee,schedule_world.1_neg.smv_k200.dimacs,SAT,241.422
MapleCOMSPS,guarantee,schedule_world.1_neg.smv_k200.dimacs,SAT,68.93
BSaLTic-DHf,recurrence,schedule_world.2_persistence_0.smv_k600.dimacs,SAT,1786.82
BSaLTic-EHf,recurrence,schedule_world.2_persistence_0.smv_k600.dimacs,SAT,2440.56
Kissat,recurrence,schedule_world.2_persistence_0.smv_k600.dimacs,SAT,4903.66
MapleCOMSPS,recurrence,schedule_world.2_persistence_0.smv_k600.dimacs,SAT,90.05
BSaLTic-DHf,recurrence,schedule_world.2_persistence_0.smv_k800.dimacs,SAT,4312.73
BSaLTic-EHf,recurrence,schedule_world.2_persistence_0.smv_k800.dimacs,SAT,4206.78
Kissat,recurrence,schedule_world.2_persistence_0.smv_k800.dimacs,SAT,4691.69
MapleCOMSPS,recurrence,schedule_world.2_persistence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,schedule_world.2_reactivity_0.smv_k100.dimacs,SAT,8.39
BSaLTic-EHf,reactivity,schedule_world.2_reactivity_0.smv_k100.dimacs,SAT,12.26
Kissat,reactivity,schedule_world.2_reactivity_0.smv_k100.dimacs,SAT,20.6167
MapleCOMSPS,reactivity,schedule_world.2_reactivity_0.smv_k100.dimacs,SAT,18.71
BSaLTic-DHf,reactivity,schedule_world.2_reactivity_0.smv_k200.dimacs,SAT,67.3
BSaLTic-EHf,reactivity,schedule_world.2_reactivity_0.smv_k200.dimacs,SAT,107.86
Kissat,reactivity,schedule_world.2_reactivity_0.smv_k200.dimacs,SAT,20.8694
MapleCOMSPS,reactivity,schedule_world.2_reactivity_0.smv_k200.dimacs,SAT,123.78
BSaLTic-DHf,reactivity,schedule_world.2_reactivity_0.smv_k40.dimacs,UNSAT,3.04
BSaLTic-EHf,reactivity,schedule_world.2_reactivity_0.smv_k40.dimacs,UNSAT,2.17
Kissat,reactivity,schedule_world.2_reactivity_0.smv_k40.dimacs,UNSAT,0.848951
MapleCOMSPS,reactivity,schedule_world.2_reactivity_0.smv_k40.dimacs,UNSAT,3.03
BSaLTic-EHf,guarantee,schedule_world.2_safety_0.smv_k1000.dimacs,SAT,28.2
BSaLTic-DHf,guarantee,schedule_world.2_safety_0.smv_k1000.dimacs,SAT,27.3
Kissat,guarantee,schedule_world.2_safety_0.smv_k1000.dimacs,SAT,5196.85
MapleCOMSPS,guarantee,schedule_world.2_safety_0.smv_k1000.dimacs,SAT,27.91
BSaLTic-EHf,guarantee,schedule_world.2_safety_0.smv_k2000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,guarantee,schedule_world.2_safety_0.smv_k2000.dimacs,wall clock limit exceeded,7200.0
Kissat,guarantee,schedule_world.2_safety_0.smv_k2000.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,guarantee,schedule_world.2_safety_0.smv_k2000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,guarantee,schedule_world.2_safety_0.smv_k400.dimacs,SAT,347.56
BSaLTic-DHf,guarantee,schedule_world.2_safety_0.smv_k400.dimacs,SAT,92.38
Kissat,guarantee,schedule_world.2_safety_0.smv_k400.dimacs,SAT,845.393
MapleCOMSPS,guarantee,schedule_world.2_safety_0.smv_k400.dimacs,SAT,335.9
BSaLTic-DHf,safety,schedule_world.3_guarantee_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,schedule_world.3_guarantee_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,schedule_world.3_guarantee_0.smv_k1000.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,schedule_world.3_guarantee_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,schedule_world.3_guarantee_0.smv_k400.dimacs,SAT,1407.32
BSaLTic-EHf,safety,schedule_world.3_guarantee_0.smv_k400.dimacs,SAT,4347.17
Kissat,safety,schedule_world.3_guarantee_0.smv_k400.dimacs,SAT,2607.07
MapleCOMSPS,safety,schedule_world.3_guarantee_0.smv_k400.dimacs,SAT,167.24
BSaLTic-DHf,safety,schedule_world.3_guarantee_0.smv_k600.dimacs,SAT,395.04
BSaLTic-EHf,safety,schedule_world.3_guarantee_0.smv_k600.dimacs,SAT,4684.15
Kissat,safety,schedule_world.3_guarantee_0.smv_k600.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,schedule_world.3_guarantee_0.smv_k600.dimacs,SAT,5258.87
BSaLTic-DHf,safety,schedule_world.3_guarantee_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,schedule_world.3_guarantee_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,schedule_world.3_guarantee_0.smv_k800.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,schedule_world.3_guarantee_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,guarantee,schedule_world.3_neg.smv_k1600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,guarantee,schedule_world.3_neg.smv_k1600.dimacs,wall clock limit exceeded,7200.0
Kissat,guarantee,schedule_world.3_neg.smv_k1600.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,guarantee,schedule_world.3_neg.smv_k1600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,guarantee,schedule_world.3_neg.smv_k600.dimacs,SAT,21.09
BSaLTic-DHf,guarantee,schedule_world.3_neg.smv_k600.dimacs,SAT,30.51
Kissat,guarantee,schedule_world.3_neg.smv_k600.dimacs,SAT,5590.15
MapleCOMSPS,guarantee,schedule_world.3_neg.smv_k600.dimacs,SAT,20.0
BSaLTic-EHf,guarantee,schedule_world.3_neg.smv_k800.dimacs,SAT,27.74
BSaLTic-DHf,guarantee,schedule_world.3_neg.smv_k800.dimacs,SAT,27.95
Kissat,guarantee,schedule_world.3_neg.smv_k800.dimacs,SAT,5205.94
MapleCOMSPS,guarantee,schedule_world.3_neg.smv_k800.dimacs,SAT,27.95
BSaLTic-DHf,recurrence,schedule_world.3_persistence_0.smv_k400.dimacs,SAT,822.92
BSaLTic-EHf,recurrence,schedule_world.3_persistence_0.smv_k400.dimacs,SAT,417.64
Kissat,recurrence,schedule_world.3_persistence_0.smv_k400.dimacs,SAT,2655.8
MapleCOMSPS,recurrence,schedule_world.3_persistence_0.smv_k400.dimacs,SAT,2604.44
BSaLTic-DHf,recurrence,schedule_world.3_persistence_0.smv_k600.dimacs,SAT,6486.6
BSaLTic-EHf,recurrence,schedule_world.3_persistence_0.smv_k600.dimacs,SAT,3990.01
Kissat,recurrence,schedule_world.3_persistence_0.smv_k600.dimacs,SAT,5591.48
MapleCOMSPS,recurrence,schedule_world.3_persistence_0.smv_k600.dimacs,SAT,133.93
BSaLTic-DHf,recurrence,schedule_world.3_persistence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,recurrence,schedule_world.3_persistence_0.smv_k800.dimacs,SAT,65.36
Kissat,recurrence,schedule_world.3_persistence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,recurrence,schedule_world.3_persistence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,schedule_world.3_reactivity_0.smv_k100.dimacs,SAT,13.7
BSaLTic-EHf,reactivity,schedule_world.3_reactivity_0.smv_k100.dimacs,SAT,12.71
Kissat,reactivity,schedule_world.3_reactivity_0.smv_k100.dimacs,SAT,0.4567
MapleCOMSPS,reactivity,schedule_world.3_reactivity_0.smv_k100.dimacs,SAT,12.42
BSaLTic-DHf,reactivity,schedule_world.3_reactivity_0.smv_k200.dimacs,SAT,48.7
BSaLTic-EHf,reactivity,schedule_world.3_reactivity_0.smv_k200.dimacs,SAT,153.95
Kissat,reactivity,schedule_world.3_reactivity_0.smv_k200.dimacs,SAT,1122.77
MapleCOMSPS,reactivity,schedule_world.3_reactivity_0.smv_k200.dimacs,SAT,238.88
